"Daily temperatures (mean, min, max) for Richmond, VA. Jan 1, 1939 - Feb 20, 2024",,,
Datasource: NCDC Daily Data,,,
"Station: USW00013740, Richmond Airport",,,
,,,
YEARMONTHDAY,TAVG,TMAX,TMIN
19430618,81,,
19430619,78,,
19430620,81,,
19430621,84,,
19430622,83,,
19430623,80,,
19430624,81,,
19430625,83,,
19430626,83,,
19430627,83,,
19430628,81,,
19430629,81,,
19430630,72,,
19430701,67,,
19430702,68,,
19430703,71,,
19430704,74,,
19430705,79,,
19430706,76,,
19430707,76,,
19430708,72,,
19430709,75,,
19430710,75,,
19430711,78,,
19430712,79,,
19430713,76,,
19430714,79,,
19430715,82,,
19430716,83,,
19430717,84,,
19430718,82,,
19430719,80,,
19430720,79,,
19430721,82,,
19430722,83,,
19430723,78,,
19430724,78,,
19430725,81,,
19430726,79,,
19430727,78,,
19430728,81,,
19430729,78,,
19430730,78,,
19430731,77,,
19430801,79,,
19430802,81,,
19430803,80,,
19430804,83,,
19430805,84,,
19430806,77,,
19430807,77,,
19430808,80,,
19430809,81,,
19430810,82,,
19430811,81,,
19430812,78,,
19430813,81,,
19430814,85,,
19430815,84,,
19430816,82,,
19430817,80,,
19430818,74,,
19430819,72,,
19430820,71,,
19430821,71,,
19430822,74,,
19430823,76,,
19430824,78,,
19430825,83,,
19430826,83,,
19430827,79,,
19430828,75,,
19430829,67,,
19430830,73,,
19430831,76,,
19430901,81,,
19430902,83,,
19430903,79,,
19430904,79,,
19430905,79,,
19430906,81,,
19430907,81,,
19430908,70,,
19430909,71,,
19430910,69,,
19430911,65,,
19430912,64,,
19430913,62,,
19430914,64,,
19430915,70,,
19430916,76,,
19430917,69,,
19430918,59,,
19430919,59,,
19430920,61,,
19430921,65,,
19430922,69,,
19430923,70,,
19430924,62,,
19430925,57,,
19430926,56,,
19430927,58,,
19430928,63,,
19430929,65,,
19430930,59,,
19431001,63,,
19431002,69,,
19431003,63,,
19431004,56,,
19431005,54,,
19431006,53,,
19431007,58,,
19431008,63,,
19431009,63,,
19431010,60,,
19431011,55,,
19431012,54,,
19431013,56,,
19431014,62,,
19431017,51,,
19431018,49,,
19431019,54,,
19431020,50,,
19431021,52,,
19431022,62,,
19431023,54,,
19431024,53,,
19431025,53,,
19431026,51,,
19431027,50,,
19431028,50,,
19431029,52,,
19431030,61,,
19431031,60,,
19431101,55,,
19431102,58,,
19431103,58,,
19431104,49,,
19431105,46,,
19431106,51,,
19431107,58,,
19431108,67,,
19431109,57,,
19431110,42,,
19431111,39,,
19431112,39,,
19431113,47,,
19431114,37,,
19431115,46,,
19431116,54,,
19431117,38,,
19431118,40,,
19431119,53,,
19431120,56,,
19431121,54,,
19431122,50,,
19431123,40,,
19431124,46,,
19431125,49,,
19431126,46,,
19431127,52,,
19431128,38,,
19431129,34,,
19431130,36,,
19431201,38,,
19431202,49,,
19431203,56,,
19431204,57,,
19431205,52,,
19431206,47,,
19431207,53,,
19431208,53,,
19431209,61,,
19431210,53,,
19431211,39,,
19431212,36,,
19431213,38,,
19431214,29,,
19431215,25,,
19431216,20,,
19431217,24,,
19431218,29,,
19431219,33,,
19431220,40,,
19431221,38,,
19431222,45,,
19431223,29,,
19431224,21,,
19431225,27,,
19431226,39,,
19431227,44,,
19431228,42,,
19431229,29,,
19431230,22,,
19431231,29,,
19440101,29,,
19440102,30,,
19440103,39,,
19440104,42,,
19440105,41,,
19440106,40,,
19440107,35,,
19440108,30,,
19440109,25,,
19440110,21,,
19440111,32,,
19440112,37,,
19440113,30,,
19440114,31,,
19440115,33,,
19440116,33,,
19440117,33,,
19440118,39,,
19440119,35,,
19440120,36,,
19440121,39,,
19440122,45,,
19440123,47,,
19440124,37,,
19440125,41,,
19440126,47,,
19440127,55,,
19440128,65,,
19440129,57,,
19440130,42,,
19440131,40,,
19440201,43,,
19440202,33,,
19440203,45,,
19440204,44,,
19440205,42,,
19440206,52,,
19440207,36,,
19440208,39,,
19440209,33,,
19440210,33,,
19440211,34,,
19440212,32,,
19440213,26,,
19440214,33,,
19440215,42,,
19440216,37,,
19440217,38,,
19440218,49,,
19440219,38,,
19440220,32,,
19440221,42,,
19440222,42,,
19440223,61,,
19440224,53,,
19440225,50,,
19440226,42,,
19440227,46,,
19440228,47,,
19440229,41,,
19440301,35,,
19440302,34,,
19440303,42,,
19440304,53,,
19440305,33,,
19440306,34,,
19440307,42,,
19440308,39,,
19440309,31,,
19440310,31,,
19440311,37,,
19440312,46,,
19440313,51,,
19440314,47,,
19440315,51,,
19440316,66,,
19440317,65,,
19440318,55,,
19440319,36,,
19440320,31,,
19440321,36,,
19440322,40,,
19440323,47,,
19440324,52,,
19440325,54,,
19440326,62,,
19440327,58,,
19440328,57,,
19440329,44,,
19440330,44,,
19440331,45,,
19440401,49,,
19440402,60,,
19440403,43,,
19440404,42,,
19440405,36,,
19440406,41,,
19440407,52,,
19440408,64,,
19440409,69,,
19440410,72,,
19440411,60,,
19440412,62,,
19440413,51,,
19440414,56,,
19440415,62,,
19440416,66,,
19440417,58,,
19440418,52,,
19440419,51,,
19440420,54,,
19440421,65,,
19440422,57,,
19440423,54,,
19440424,63,,
19440425,68,,
19440426,63,,
19440427,59,,
19440428,52,,
19440429,53,,
19440430,60,,
19440501,67,,
19440502,71,,
19440503,70,,
19440504,73,,
19440505,73,,
19440506,68,,
19440507,61,,
19440508,57,,
19440509,64,,
19440510,65,,
19440511,69,,
19440512,70,,
19440513,73,,
19440514,74,,
19440515,75,,
19440516,77,,
19440517,76,,
19440518,74,,
19440519,68,,
19440520,71,,
19440521,69,,
19440522,78,,
19440523,79,,
19440524,70,,
19440525,71,,
19440526,72,,
19440527,75,,
19440528,76,,
19440529,75,,
19440530,74,,
19440531,75,,
19440601,80,,
19440602,80,,
19440603,82,,
19440604,71,,
19440605,65,,
19440606,73,,
19440607,74,,
19440608,66,,
19440609,71,,
19440610,73,,
19440611,71,,
19440612,72,,
19440613,81,,
19440614,77,,
19440615,72,,
19440616,78,,
19440617,85,,
19440618,87,,
19440619,85,,
19440620,75,,
19440621,69,,
19440622,71,,
19440623,74,,
19440624,81,,
19440625,78,,
19440626,78,,
19440627,81,,
19440628,80,,
19440629,83,,
19440630,81,,
19440701,77,,
19440702,75,,
19440703,73,,
19440704,72,,
19440705,78,,
19440706,82,,
19440707,82,,
19440708,77,,
19440709,75,,
19440710,78,,
19440711,81,,
19440712,82,,
19440713,81,,
19440714,74,,
19440715,76,,
19440716,78,,
19440717,77,,
19440718,74,,
19440719,75,,
19440720,74,,
19440721,72,,
19440722,71,,
19440723,75,,
19440724,78,,
19440725,81,,
19440726,83,,
19440727,84,,
19440728,80,,
19440729,78,,
19440730,80,,
19440731,78,,
19440801,77,,
19440802,74,,
19440803,78,,
19440804,83,,
19440805,86,,
19440806,82,,
19440807,77,,
19440808,73,,
19440809,72,,
19440810,72,,
19440811,76,,
19440812,80,,
19440813,82,,
19440814,80,,
19440815,80,,
19440816,82,,
19440817,82,,
19440818,77,,
19440819,72,,
19440820,71,,
19440821,73,,
19440822,76,,
19440823,75,,
19440824,71,,
19440825,66,,
19440826,65,,
19440827,67,,
19440828,65,,
19440829,68,,
19440830,71,,
19440831,72,,
19440901,79,,
19440902,81,,
19440903,81,,
19440904,82,,
19440905,81,,
19440906,78,,
19440907,77,,
19440908,65,,
19440909,63,,
19440910,65,,
19440911,67,,
19440912,69,,
19440913,75,,
19440914,76,,
19440915,76,,
19440916,72,,
19440917,70,,
19440918,72,,
19440919,72,,
19440920,72,,
19440921,75,,
19440922,73,,
19440923,63,,
19440924,59,,
19440925,61,,
19440926,61,,
19440927,65,,
19440928,72,,
19440929,69,,
19440930,61,,
19441001,61,,
19441002,63,,
19441003,62,,
19441004,56,,
19441005,63,,
19441006,71,,
19441007,73,,
19441008,69,,
19441009,63,,
19441010,57,,
19441011,56,,
19441012,58,,
19441013,60,,
19441014,64,,
19441015,56,,
19441016,48,,
19441017,53,,
19441018,56,,
19441019,60,,
19441020,60,,
19441021,56,,
19441022,51,,
19441023,47,,
19441024,51,,
19441025,59,,
19441026,58,,
19441027,50,,
19441028,45,,
19441029,54,,
19441030,53,,
19441031,54,,
19441101,57,,
19441102,57,,
19441103,60,,
19441104,60,,
19441105,53,,
19441106,43,,
19441107,42,,
19441108,49,,
19441109,56,,
19441110,62,,
19441111,53,,
19441112,47,,
19441113,44,,
19441114,47,,
19441115,54,,
19441116,59,,
19441117,49,,
19441118,47,,
19441119,42,,
19441120,43,,
19441121,45,,
19441122,42,,
19441123,39,,
19441124,38,,
19441125,38,,
19441126,35,,
19441127,45,,
19441128,48,,
19441129,42,,
19441130,42,,
19441201,34,,
19441202,31,,
19441203,31,,
19441204,32,,
19441205,35,,
19441206,36,,
19441207,39,,
19441208,46,,
19441209,39,,
19441210,32,,
19441211,35,,
19441212,36,,
19441213,34,,
19441214,31,,
19441215,29,,
19441216,37,,
19441217,35,,
19441218,38,,
19441219,38,,
19441220,30,,
19441221,46,,
19441222,31,,
19441223,32,,
19441224,40,,
19441225,46,,
19441226,48,,
19441227,25,,
19441228,36,,
19441229,31,,
19441230,30,,
19441231,36,,
19450101,52,,
19450102,29,,
19450103,32,,
19450104,41,,
19450105,37,,
19450106,34,,
19450107,33,,
19450108,33,,
19450109,35,,
19450110,26,,
19450111,25,,
19450112,32,,
19450113,44,,
19450114,36,,
19450115,36,,
19450116,38,,
19450117,36,,
19450118,32,,
19450119,32,,
19450120,33,,
19450121,34,,
19450122,43,,
19450123,42,,
19450124,39,,
19450125,26,,
19450126,27,,
19450127,27,,
19450128,35,,
19450129,40,,
19450130,32,,
19450131,30,,
19450201,24,,
19450202,27,,
19450203,28,,
19450204,26,,
19450205,39,,
19450206,33,,
19450207,34,,
19450208,37,,
19450209,41,,
19450210,51,,
19450211,54,,
19450212,44,,
19450213,44,,
19450214,42,,
19450215,46,,
19450216,62,,
19450217,42,,
19450218,36,,
19450219,30,,
19450220,31,,
19450221,37,,
19450222,44,,
19450223,53,,
19450224,44,,
19450225,43,,
19450226,54,,
19450227,61,,
19450228,39,,
19450301,40,,
19450302,45,,
19450303,62,,
19450304,50,,
19450305,41,,
19450306,57,,
19450307,58,,
19450308,41,,
19450309,43,,
19450310,46,,
19450311,47,,
19450312,45,,
19450313,51,,
19450314,49,,
19450315,61,,
19450316,69,,
19450317,75,,
19450318,67,,
19450319,66,,
19450320,75,,
19450321,68,,
19450322,49,,
19450323,49,,
19450324,63,,
19450325,59,,
19450326,61,,
19450327,69,,
19450328,69,,
19450329,75,,
19450330,73,,
19450331,70,,
19450401,63,,
19450402,68,,
19450403,73,,
19450404,71,,
19450405,66,,
19450406,46,,
19450407,47,,
19450408,56,,
19450409,61,,
19450410,61,,
19450411,59,,
19450412,66,,
19450413,71,,
19450414,75,,
19450415,64,,
19450416,59,,
19450417,67,,
19450418,64,,
19450419,56,,
19450420,54,,
19450421,61,,
19450422,58,,
19450423,54,,
19450424,59,,
19450425,66,,
19450426,71,,
19450427,63,,
19450428,54,,
19450429,56,,
19450430,56,,
19450501,55,,
19450502,48,,
19450503,53,,
19450504,52,,
19450505,52,,
19450506,54,,
19450507,61,,
19450508,67,,
19450509,60,,
19450510,61,,
19450511,56,,
19450512,59,,
19450513,69,,
19450514,72,,
19450515,74,,
19450516,73,,
19450517,73,,
19450518,68,,
19450519,60,,
19450520,60,,
19450521,67,,
19450522,76,,
19450523,71,,
19450524,65,,
19450525,65,,
19450526,64,,
19450527,63,,
19450528,70,,
19450529,76,,
19450530,74,,
19450531,71,,
19450601,72,,
19450602,72,,
19450603,77,,
19450604,63,,
19450605,58,,
19450606,57,,
19450607,63,,
19450608,61,,
19450609,67,,
19450610,74,,
19450611,81,,
19450612,78,,
19450613,80,,
19450614,84,,
19450615,83,,
19450616,84,,
19450617,85,,
19450618,83,,
19450619,72,,
19450620,76,,
19450621,78,,
19450622,77,,
19450623,76,,
19450624,79,,
19450625,77,,
19450626,78,,
19450627,77,,
19450628,81,,
19450629,86,,
19450630,89,,
19450701,88,,
19450702,85,,
19450703,75,,
19450704,74,,
19450705,76,,
19450706,79,,
19450707,78,,
19450708,76,,
19450709,76,,
19450710,77,,
19450711,74,,
19450712,68,,
19450713,74,,
19450714,74,,
19450715,73,,
19450716,69,,
19450717,67,,
19450718,70,,
19450719,74,,
19450720,76,,
19450721,78,,
19450722,78,,
19450723,74,,
19450724,77,,
19450725,77,,
19450726,80,,
19450727,76,,
19450728,77,,
19450729,79,,
19450730,79,,
19450731,77,,
19450801,76,,
19450802,78,,
19450803,79,,
19450804,76,,
19450805,73,,
19450806,77,,
19450807,78,,
19450808,72,,
19450809,72,,
19450810,74,,
19450811,75,,
19450812,75,,
19450813,76,,
19450814,76,,
19450815,81,,
19450816,69,,
19450817,69,,
19450818,73,,
19450819,72,,
19450820,72,,
19450821,75,,
19450822,79,,
19450823,77,,
19450824,75,,
19450825,73,,
19450826,71,,
19450827,67,,
19450828,72,,
19450829,78,,
19450830,78,,
19450831,78,,
19450901,79,,
19450902,75,,
19450903,71,,
19450904,71,,
19450905,72,,
19450906,74,,
19450907,75,,
19450908,77,,
19450909,76,,
19450910,76,,
19450911,78,,
19450912,74,,
19450913,72,,
19450914,77,,
19450915,73,,
19450916,66,,
19450917,63,,
19450918,72,,
19450919,69,,
19450920,70,,
19450921,75,,
19450922,67,,
19450923,67,,
19450924,74,,
19450925,77,,
19450926,76,,
19450927,76,,
19450928,77,,
19450929,77,,
19450930,62,,
19451001,61,,
19451002,68,,
19451003,58,,
19451004,51,,
19451005,55,,
19451006,62,,
19451007,65,,
19451008,60,,
19451009,58,,
19451010,51,,
19451011,49,,
19451012,54,,
19451013,58,,
19451014,49,,
19451015,49,,
19451016,47,,
19451017,56,,
19451018,64,,
19451019,64,,
19451020,64,,
19451021,62,,
19451022,67,,
19451023,62,,
19451024,58,,
19451025,56,,
19451026,58,,
19451027,48,,
19451028,53,,
19451029,61,,
19451030,62,,
19451031,64,,
19451101,63,,
19451102,66,,
19451103,68,,
19451104,45,,
19451105,41,,
19451106,51,,
19451107,56,,
19451108,61,,
19451109,64,,
19451110,60,,
19451111,50,,
19451112,55,,
19451113,63,,
19451114,57,,
19451115,44,,
19451116,42,,
19451117,51,,
19451118,61,,
19451119,50,,
19451120,50,,
19451121,42,,
19451122,54,,
19451123,37,,
19451124,33,,
19451125,40,,
19451126,38,,
19451127,39,,
19451128,48,,
19451129,41,,
19451130,41,,
19451201,38,,
19451202,36,,
19451203,41,,
19451204,42,,
19451205,36,,
19451206,38,,
19451207,42,,
19451208,42,,
19451209,43,,
19451210,45,,
19451211,30,,
19451212,26,,
19451213,23,,
19451214,30,,
19451215,31,,
19451216,25,,
19451217,22,,
19451218,27,,
19451219,30,,
19451220,25,,
19451221,24,,
19451222,26,,
19451223,26,,
19451224,22,,
19451225,37,,
19451226,45,,
19451227,38,,
19451228,38,,
19451229,39,,
19451230,37,,
19451231,45,,
19460101,38,,
19460201,38,,
19460202,38,,
19460203,34,,
19460204,29,,
19460205,33,,
19460206,43,,
19460207,48,,
19460208,36,,
19460209,46,,
19460210,42,,
19460211,34,,
19460212,35,,
19460213,44,,
19460214,60,,
19460215,34,,
19460216,34,,
19460217,50,,
19460218,43,,
19460219,39,,
19460220,43,,
19460221,37,,
19460222,44,,
19460223,49,,
19460224,37,,
19460225,37,,
19460226,51,,
19460227,62,,
19460228,49,,
19460301,40,,
19460501,,80,59
19460502,,76,58
19460503,,62,42
19460504,,51,41
19460505,,73,48
19460506,,82,47
19460507,,81,55
19460508,,63,46
19460509,,72,41
19460510,,78,48
19460511,,81,61
19460512,,82,61
19460513,,73,52
19460514,,63,51
19460515,,75,55
19460516,,84,64
19460517,,81,68
19460518,,78,64
19460519,,80,60
19460520,,84,59
19460521,,82,64
19460522,,73,54
19460523,,77,49
19460524,,82,48
19460525,,87,60
19460526,,82,67
19460527,,84,64
19460528,,79,56
19460529,,72,53
19460530,,82,50
19460531,,85,55
19460601,,85,64
19460602,,84,55
19460603,,75,51
19460604,,70,54
19460605,,72,48
19460606,,81,49
19460607,,88,61
19460608,,94,65
19460609,,95,66
19460610,,78,56
19460611,,90,54
19460612,,92,68
19460613,,91,69
19460614,,84,66
19460615,,69,60
19460616,,77,60
19460617,,86,62
19460618,,94,70
19460619,,77,64
19460620,,75,62
19460621,,90,68
19460622,,79,66
19460623,,82,61
19460624,,85,60
19460625,,88,65
19460626,,87,65
19460627,,87,66
19460628,,87,66
19460629,,84,66
19460630,,86,69
19460701,,86,69
19460702,,84,71
19460703,,80,65
19460704,,81,63
19460705,,74,66
19460706,,83,70
19460707,,85,70
19460708,,92,69
19460709,,85,70
19460710,,87,70
19460711,,87,70
19460712,,87,68
19460713,,87,68
19460714,,89,63
19460715,,91,66
19460716,,79,61
19460717,,82,55
19460718,,86,58
19460719,,90,61
19460720,,94,68
19460721,,94,71
19460722,,88,71
19460723,,81,70
19460724,,89,70
19460725,,93,69
19460726,,78,65
19460727,,81,59
19460728,,82,58
19460729,,84,56
19460730,,85,58
19460731,,81,65
19460801,,80,64
19460802,,77,64
19460803,,82,62
19460804,,86,68
19460805,,91,69
19460806,,91,71
19460807,,80,64
19460808,,83,60
19460809,,87,62
19460810,,90,70
19460811,,84,65
19460812,,76,65
19460813,,76,63
19460814,,81,60
19460815,,82,58
19460816,,83,67
19460817,,92,71
19460818,,92,72
19460819,,90,70
19460820,,86,70
19460821,,80,67
19460822,,82,64
19460823,,78,64
19460824,,76,58
19460825,,73,62
19460826,,76,59
19460827,,78,55
19460828,,82,54
19460829,,78,67
19460830,,70,56
19460831,,75,48
19460901,,79,49
19460902,,84,58
19460903,,76,59
19460904,,77,54
19460905,,75,53
19460906,,77,62
19460907,,81,66
19460908,,91,69
19460909,,95,71
19460910,,93,68
19460911,,86,66
19460912,,79,63
19460913,,72,56
19460914,,71,50
19460915,,77,45
19460916,,79,50
19460917,,80,49
19460918,,81,54
19460919,,81,61
19460920,,71,67
19460921,,80,67
19460922,,86,63
19460923,,84,71
19460924,,78,69
19460925,,81,58
19460926,,82,55
19460927,,83,56
19460928,,82,67
19460929,,77,66
19460930,,67,50
19461001,,61,41
19461002,,71,40
19461003,,76,42
19461004,,78,47
19461005,,79,50
19461006,,79,52
19461007,,83,56
19461008,,72,54
19461009,,64,59
19461010,,61,54
19461011,,74,58
19461012,,80,50
19461013,,62,42
19461014,,64,41
19461015,,67,41
19461016,,70,39
19461017,,75,46
19461018,,78,55
19461019,,68,48
19461020,,57,52
19461021,,61,47
19461022,,66,44
19461023,,73,39
19461024,,75,45
19461025,,77,50
19461026,,68,52
19461027,,70,50
19461028,,77,63
19461029,,80,63
19461030,,86,59
19461031,,84,60
19461101,,70,60
19461102,,72,60
19461103,,68,62
19461104,,82,60
19461105,,65,41
19461106,,64,36
19461107,,67,44
19461108,,73,49
19461109,,66,40
19461110,,68,40
19461111,,77,52
19461112,,64,41
19461113,,55,34
19461114,,59,30
19461115,,54,32
19461116,,58,28
19461117,,54,44
19461118,,48,36
19461119,,56,35
19461120,,63,42
19461121,,65,37
19461122,,69,38
19461123,,50,29
19461124,,59,29
19461125,,63,45
19461126,,74,58
19461127,,68,47
19461128,,58,34
19461129,,67,37
19461130,,64,35
19461201,,74,40
19461202,,42,22
19461203,,33,17
19461204,,51,20
19461205,,56,21
19461206,,59,30
19461207,,56,33
19461208,,60,28
19461209,,65,31
19461210,,69,38
19461211,,61,46
19461212,,69,44
19461213,,66,37
19461214,,55,33
19461215,,53,32
19461216,,49,35
19461217,,63,40
19461218,,48,26
19461219,,37,20
19461220,,34,27
19461221,,52,34
19461222,,50,28
19461223,,54,23
19461224,,64,37
19461225,,49,33
19461226,,61,33
19461227,,47,30
19461228,,74,40
19461229,,68,47
19461230,,59,28
19461231,,35,28
19470101,,33,29
19470102,,42,32
19470103,,57,42
19470104,,53,34
19470105,,46,34
19470106,,44,27
19470107,,45,28
19470108,,50,39
19470109,,44,26
19470110,,44,20
19470111,,60,30
19470112,,58,39
19470113,,40,33
19470114,,45,39
19470115,,59,42
